 * Running on http://10.244.19.130:8080/ (Press CTRL+C to quit)
10.0.3.94 - - [16/Mar/2017 15:45:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:18] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:19] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:26] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:26] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:33] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:34] "GET /nodedata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:40] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:41] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:41] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:41] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:41] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:41] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:48] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:49] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:51] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:51] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:51] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:51] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:53] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:53] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:53] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:53] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:55] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:55] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:55] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:55] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:56] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:45:56] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:57] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:57] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:57] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:57] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:45:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:45:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:45:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:45:59] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:45:59] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:45:59] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:45:59] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:01] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:01] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:01] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:01] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:03] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:03] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:03] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:03] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:46:04] "GET /nodedata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:10] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:46:11] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:11] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:11] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:11] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:11] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:18] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:46:19] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:26] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:46:26] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:46:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:46:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:46:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:46:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:46:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:46:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:46:33] "POST /insertdata HTTP/1.1" 200 -
